viajeros,viajes,provincia_origen,provincia_origen_name,provincia_destino,provincia_destino_name,day,weekday,is_holiday_origen,is_holiday_destino,temp_origen,precip_origen,temp_destino,precip_destino,icon_origen_clear-day,icon_origen_cloudy,icon_origen_partly-cloudy-day,icon_origen_rain,icon_origen_wind,icon_destino_clear-day,icon_destino_cloudy,icon_destino_partly-cloudy-day,icon_destino_rain,icon_destino_wind,is_event_origen,is_event_destino
255,258,30,Murcia,29,Málaga,2023-03-13,1,0,0,19.2,0.0,18.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0
120,165,30,Murcia,41,Sevilla,2023-03-13,1,0,0,19.2,0.0,16.7,0.0,0,0,1,0,0,0,0,1,0,0,0,0
5084,5109,30,Murcia,46,Valencia/Valéncia,2023-03-13,1,0,0,19.2,0.0,20.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
191,199,29,Málaga,3,Alicante,2023-03-13,1,0,0,18.2,0.0,18.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1272,1453,29,Málaga,8,Barcelona,2023-03-13,1,0,0,18.2,0.0,15.1,0.0,0,0,1,0,0,0,0,1,0,0,0,0
4078,4279,29,Málaga,28,Madrid,2023-03-13,1,0,0,18.2,0.0,14.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0
265,268,29,Málaga,30,Murcia,2023-03-13,1,0,0,18.2,0.0,19.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0
14594,15308,29,Málaga,41,Sevilla,2023-03-13,1,0,0,18.2,0.0,16.7,0.0,0,0,1,0,0,0,0,1,0,0,0,0
273,366,29,Málaga,46,Valencia/Valéncia,2023-03-13,1,0,0,18.2,0.0,20.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
123,204,41,Sevilla,3,Alicante,2023-03-13,1,0,0,16.7,0.0,18.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1532,1711,41,Sevilla,8,Barcelona,2023-03-13,1,0,0,16.7,0.0,15.1,0.0,0,0,1,0,0,0,0,1,0,0,0,0
5291,5476,41,Sevilla,28,Madrid,2023-03-13,1,0,0,16.7,0.0,14.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0
112,149,41,Sevilla,30,Murcia,2023-03-13,1,0,0,16.7,0.0,19.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0
14397,15128,41,Sevilla,29,Málaga,2023-03-13,1,0,0,16.7,0.0,18.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0
515,656,41,Sevilla,46,Valencia/Valéncia,2023-03-13,1,0,0,16.7,0.0,20.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
42875,45012,46,Valencia/Valéncia,3,Alicante,2023-03-13,1,0,0,20.8,0.0,18.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
5783,6068,46,Valencia/Valéncia,8,Barcelona,2023-03-13,1,0,0,20.8,0.0,15.1,0.0,0,0,1,0,0,0,0,1,0,0,0,0
6868,7170,46,Valencia/Valéncia,28,Madrid,2023-03-13,1,0,0,20.8,0.0,14.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0
5024,5053,46,Valencia/Valéncia,30,Murcia,2023-03-13,1,0,0,20.8,0.0,19.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0
341,445,46,Valencia/Valéncia,29,Málaga,2023-03-13,1,0,0,20.8,0.0,18.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0
455,594,46,Valencia/Valéncia,41,Sevilla,2023-03-13,1,0,0,20.8,0.0,16.7,0.0,0,0,1,0,0,0,0,1,0,0,0,0
2783,3061,3,Alicante,8,Barcelona,2023-03-14,2,0,0,19.4,0.0,16.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
3295,3503,3,Alicante,28,Madrid,2023-03-14,2,0,0,19.4,0.0,11.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
62570,69166,3,Alicante,30,Murcia,2023-03-14,2,0,0,19.4,0.0,19.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
143,156,3,Alicante,29,Málaga,2023-03-14,2,0,0,19.4,0.0,18.6,0.0,0,0,1,0,0,0,0,1,0,0,0,0
182,259,3,Alicante,41,Sevilla,2023-03-14,2,0,0,19.4,0.0,15.3,0.0,0,0,1,0,0,1,0,0,0,0,0,0
48428,50859,3,Alicante,46,Valencia/Valéncia,2023-03-14,2,0,0,19.4,0.0,18.3,0.0,0,0,1,0,0,0,0,1,0,0,0,1
2480,2771,8,Barcelona,3,Alicante,2023-03-14,2,0,0,16.5,0.0,19.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
13892,14654,8,Barcelona,28,Madrid,2023-03-14,2,0,0,16.5,0.0,11.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1370,1595,8,Barcelona,30,Murcia,2023-03-14,2,0,0,16.5,0.0,19.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1434,1591,8,Barcelona,29,Málaga,2023-03-14,2,0,0,16.5,0.0,18.6,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1788,1920,8,Barcelona,41,Sevilla,2023-03-14,2,0,0,16.5,0.0,15.3,0.0,0,0,1,0,0,1,0,0,0,0,0,0
4965,5287,8,Barcelona,46,Valencia/Valéncia,2023-03-14,2,0,0,16.5,0.0,18.3,0.0,0,0,1,0,0,0,0,1,0,0,0,1
2547,2761,28,Madrid,3,Alicante,2023-03-14,2,0,0,11.5,0.0,19.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
14614,15396,28,Madrid,8,Barcelona,2023-03-14,2,0,0,11.5,0.0,16.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1152,1303,28,Madrid,30,Murcia,2023-03-14,2,0,0,11.5,0.0,19.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
3868,4065,28,Madrid,29,Málaga,2023-03-14,2,0,0,11.5,0.0,18.6,0.0,0,0,1,0,0,0,0,1,0,0,0,0
5446,5703,28,Madrid,41,Sevilla,2023-03-14,2,0,0,11.5,0.0,15.3,0.0,0,0,1,0,0,1,0,0,0,0,0,0
7022,7249,28,Madrid,46,Valencia/Valéncia,2023-03-14,2,0,0,11.5,0.0,18.3,0.0,0,0,1,0,0,0,0,1,0,0,0,1
66394,73221,30,Murcia,3,Alicante,2023-03-14,2,0,0,19.8,0.0,19.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1435,1634,30,Murcia,8,Barcelona,2023-03-14,2,0,0,19.8,0.0,16.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1051,1232,30,Murcia,28,Madrid,2023-03-14,2,0,0,19.8,0.0,11.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
225,232,30,Murcia,29,Málaga,2023-03-14,2,0,0,19.8,0.0,18.6,0.0,0,0,1,0,0,0,0,1,0,0,0,0
88,109,30,Murcia,41,Sevilla,2023-03-14,2,0,0,19.8,0.0,15.3,0.0,0,0,1,0,0,1,0,0,0,0,0,0
5446,5474,30,Murcia,46,Valencia/Valéncia,2023-03-14,2,0,0,19.8,0.0,18.3,0.0,0,0,1,0,0,0,0,1,0,0,0,1
149,163,29,Málaga,3,Alicante,2023-03-14,2,0,0,18.6,0.0,19.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1178,1360,29,Málaga,8,Barcelona,2023-03-14,2,0,0,18.6,0.0,16.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
3883,4117,29,Málaga,28,Madrid,2023-03-14,2,0,0,18.6,0.0,11.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
317,325,29,Málaga,30,Murcia,2023-03-14,2,0,0,18.6,0.0,19.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
14758,15350,29,Málaga,41,Sevilla,2023-03-14,2,0,0,18.6,0.0,15.3,0.0,0,0,1,0,0,1,0,0,0,0,0,0
339,452,29,Málaga,46,Valencia/Valéncia,2023-03-14,2,0,0,18.6,0.0,18.3,0.0,0,0,1,0,0,0,0,1,0,0,0,1
172,246,41,Sevilla,3,Alicante,2023-03-14,2,0,0,15.3,0.0,19.4,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1891,2059,41,Sevilla,8,Barcelona,2023-03-14,2,0,0,15.3,0.0,16.5,0.0,1,0,0,0,0,0,0,1,0,0,0,0
5694,5916,41,Sevilla,28,Madrid,2023-03-14,2,0,0,15.3,0.0,11.5,0.0,1,0,0,0,0,0,0,1,0,0,0,0
91,109,41,Sevilla,30,Murcia,2023-03-14,2,0,0,15.3,0.0,19.8,0.0,1,0,0,0,0,0,0,1,0,0,0,0
15973,16575,41,Sevilla,29,Málaga,2023-03-14,2,0,0,15.3,0.0,18.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
365,450,41,Sevilla,46,Valencia/Valéncia,2023-03-14,2,0,0,15.3,0.0,18.3,0.0,1,0,0,0,0,0,0,1,0,0,0,1
47467,49881,46,Valencia/Valéncia,3,Alicante,2023-03-14,2,0,0,18.3,0.0,19.4,0.0,0,0,1,0,0,0,0,1,0,0,1,0
5042,5352,46,Valencia/Valéncia,8,Barcelona,2023-03-14,2,0,0,18.3,0.0,16.5,0.0,0,0,1,0,0,0,0,1,0,0,1,0
6810,7089,46,Valencia/Valéncia,28,Madrid,2023-03-14,2,0,0,18.3,0.0,11.5,0.0,0,0,1,0,0,0,0,1,0,0,1,0
4744,4781,46,Valencia/Valéncia,30,Murcia,2023-03-14,2,0,0,18.3,0.0,19.8,0.0,0,0,1,0,0,0,0,1,0,0,1,0
259,382,46,Valencia/Valéncia,29,Málaga,2023-03-14,2,0,0,18.3,0.0,18.6,0.0,0,0,1,0,0,0,0,1,0,0,1,0
467,550,46,Valencia/Valéncia,41,Sevilla,2023-03-14,2,0,0,18.3,0.0,15.3,0.0,0,0,1,0,0,1,0,0,0,0,1,0
2722,3052,3,Alicante,8,Barcelona,2023-03-15,3,0,0,15.8,0.0,11.9,0.0,1,0,0,0,0,0,0,1,0,0,0,0
3055,3263,3,Alicante,28,Madrid,2023-03-15,3,0,0,15.8,0.0,11.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
65301,72287,3,Alicante,30,Murcia,2023-03-15,3,0,0,15.8,0.0,16.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
181,197,3,Alicante,29,Málaga,2023-03-15,3,0,0,15.8,0.0,15.6,0.0,1,0,0,0,0,1,0,0,0,0,0,0
86,176,3,Alicante,41,Sevilla,2023-03-15,3,0,0,15.8,0.0,17.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
51043,53672,3,Alicante,46,Valencia/Valéncia,2023-03-15,3,0,0,15.8,0.0,14.2,0.0,1,0,0,0,0,1,0,0,0,0,0,1
2926,3218,8,Barcelona,3,Alicante,2023-03-15,3,0,0,11.9,0.0,15.8,0.0,0,0,1,0,0,1,0,0,0,0,0,0
15704,16460,8,Barcelona,28,Madrid,2023-03-15,3,0,0,11.9,0.0,11.8,0.0,0,0,1,0,0,1,0,0,0,0,0,0
1549,1833,8,Barcelona,30,Murcia,2023-03-15,3,0,0,11.9,0.0,16.8,0.0,0,0,1,0,0,1,0,0,0,0,0,0
1247,1568,8,Barcelona,29,Málaga,2023-03-15,3,0,0,11.9,0.0,15.6,0.0,0,0,1,0,0,1,0,0,0,0,0,0
1854,1995,8,Barcelona,41,Sevilla,2023-03-15,3,0,0,11.9,0.0,17.2,0.0,0,0,1,0,0,1,0,0,0,0,0,0
5337,5705,8,Barcelona,46,Valencia/Valéncia,2023-03-15,3,0,0,11.9,0.0,14.2,0.0,0,0,1,0,0,1,0,0,0,0,0,1
3040,3267,28,Madrid,3,Alicante,2023-03-15,3,0,0,11.8,0.0,15.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
15240,15951,28,Madrid,8,Barcelona,2023-03-15,3,0,0,11.8,0.0,11.9,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1145,1272,28,Madrid,30,Murcia,2023-03-15,3,0,0,11.8,0.0,16.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
4117,4357,28,Madrid,29,Málaga,2023-03-15,3,0,0,11.8,0.0,15.6,0.0,1,0,0,0,0,1,0,0,0,0,0,0
6473,6710,28,Madrid,41,Sevilla,2023-03-15,3,0,0,11.8,0.0,17.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
9765,10042,28,Madrid,46,Valencia/Valéncia,2023-03-15,3,0,0,11.8,0.0,14.2,0.0,1,0,0,0,0,1,0,0,0,0,0,1
67620,74627,30,Murcia,3,Alicante,2023-03-15,3,0,0,16.8,0.0,15.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1512,1734,30,Murcia,8,Barcelona,2023-03-15,3,0,0,16.8,0.0,11.9,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1106,1254,30,Murcia,28,Madrid,2023-03-15,3,0,0,16.8,0.0,11.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
249,269,30,Murcia,29,Málaga,2023-03-15,3,0,0,16.8,0.0,15.6,0.0,1,0,0,0,0,1,0,0,0,0,0,0
95,141,30,Murcia,41,Sevilla,2023-03-15,3,0,0,16.8,0.0,17.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
5542,5608,30,Murcia,46,Valencia/Valéncia,2023-03-15,3,0,0,16.8,0.0,14.2,0.0,1,0,0,0,0,1,0,0,0,0,0,1
171,185,29,Málaga,3,Alicante,2023-03-15,3,0,0,15.6,0.0,15.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1305,1631,29,Málaga,8,Barcelona,2023-03-15,3,0,0,15.6,0.0,11.9,0.0,1,0,0,0,0,0,0,1,0,0,0,0
4330,4567,29,Málaga,28,Madrid,2023-03-15,3,0,0,15.6,0.0,11.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
340,362,29,Málaga,30,Murcia,2023-03-15,3,0,0,15.6,0.0,16.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
16336,16958,29,Málaga,41,Sevilla,2023-03-15,3,0,0,15.6,0.0,17.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
288,405,29,Málaga,46,Valencia/Valéncia,2023-03-15,3,0,0,15.6,0.0,14.2,0.0,1,0,0,0,0,1,0,0,0,0,0,1
75,199,41,Sevilla,3,Alicante,2023-03-15,3,0,0,17.2,0.0,15.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1698,1882,41,Sevilla,8,Barcelona,2023-03-15,3,0,0,17.2,0.0,11.9,0.0,1,0,0,0,0,0,0,1,0,0,0,0
5389,5588,41,Sevilla,28,Madrid,2023-03-15,3,0,0,17.2,0.0,11.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
124,147,41,Sevilla,30,Murcia,2023-03-15,3,0,0,17.2,0.0,16.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
17069,17689,41,Sevilla,29,Málaga,2023-03-15,3,0,0,17.2,0.0,15.6,0.0,1,0,0,0,0,1,0,0,0,0,0,0
549,653,41,Sevilla,46,Valencia/Valéncia,2023-03-15,3,0,0,17.2,0.0,14.2,0.0,1,0,0,0,0,1,0,0,0,0,0,1
49269,51928,46,Valencia/Valéncia,3,Alicante,2023-03-15,3,0,0,14.2,0.0,15.8,0.0,1,0,0,0,0,1,0,0,0,0,1,0
5034,5397,46,Valencia/Valéncia,8,Barcelona,2023-03-15,3,0,0,14.2,0.0,11.9,0.0,1,0,0,0,0,0,0,1,0,0,1,0
7589,7890,46,Valencia/Valéncia,28,Madrid,2023-03-15,3,0,0,14.2,0.0,11.8,0.0,1,0,0,0,0,1,0,0,0,0,1,0
4853,4935,46,Valencia/Valéncia,30,Murcia,2023-03-15,3,0,0,14.2,0.0,16.8,0.0,1,0,0,0,0,1,0,0,0,0,1,0
275,388,46,Valencia/Valéncia,29,Málaga,2023-03-15,3,0,0,14.2,0.0,15.6,0.0,1,0,0,0,0,1,0,0,0,0,1,0
527,630,46,Valencia/Valéncia,41,Sevilla,2023-03-15,3,0,0,14.2,0.0,17.2,0.0,1,0,0,0,0,1,0,0,0,0,1,0
2489,2788,3,Alicante,8,Barcelona,2023-03-16,4,0,0,14.5,0.0,12.3,0.0,1,0,0,0,0,1,0,0,0,0,0,0
3147,3365,3,Alicante,28,Madrid,2023-03-16,4,0,0,14.5,0.0,14.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0
63414,69798,3,Alicante,30,Murcia,2023-03-16,4,0,0,14.5,0.0,15.4,0.0,1,0,0,0,0,0,0,1,0,0,0,0
141,168,3,Alicante,29,Málaga,2023-03-16,4,0,0,14.5,0.0,15.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
263,304,3,Alicante,41,Sevilla,2023-03-16,4,0,0,14.5,0.0,16.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
54086,56844,3,Alicante,46,Valencia/Valéncia,2023-03-16,4,0,0,14.5,0.0,12.8,0.0,1,0,0,0,0,1,0,0,0,0,0,1
2514,2818,8,Barcelona,3,Alicante,2023-03-16,4,0,0,12.3,0.0,14.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0
16224,17068,8,Barcelona,28,Madrid,2023-03-16,4,0,0,12.3,0.0,14.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1422,1695,8,Barcelona,30,Murcia,2023-03-16,4,0,0,12.3,0.0,15.4,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1638,1860,8,Barcelona,29,Málaga,2023-03-16,4,0,0,12.3,0.0,15.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1914,2099,8,Barcelona,41,Sevilla,2023-03-16,4,0,0,12.3,0.0,16.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
6066,6319,8,Barcelona,46,Valencia/Valéncia,2023-03-16,4,0,0,12.3,0.0,12.8,0.0,1,0,0,0,0,1,0,0,0,0,0,1
4349,4586,28,Madrid,3,Alicante,2023-03-16,4,0,0,14.0,0.0,14.5,0.0,0,0,1,0,0,1,0,0,0,0,0,0
18090,18937,28,Madrid,8,Barcelona,2023-03-16,4,0,0,14.0,0.0,12.3,0.0,0,0,1,0,0,1,0,0,0,0,0,0
1693,1818,28,Madrid,30,Murcia,2023-03-16,4,0,0,14.0,0.0,15.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
5288,5554,28,Madrid,29,Málaga,2023-03-16,4,0,0,14.0,0.0,15.2,0.0,0,0,1,0,0,1,0,0,0,0,0,0
6905,7122,28,Madrid,41,Sevilla,2023-03-16,4,0,0,14.0,0.0,16.6,0.0,0,0,1,0,0,0,0,1,0,0,0,0
12619,12973,28,Madrid,46,Valencia/Valéncia,2023-03-16,4,0,0,14.0,0.0,12.8,0.0,0,0,1,0,0,1,0,0,0,0,0,1
68592,75308,30,Murcia,3,Alicante,2023-03-16,4,0,0,15.4,0.0,14.5,0.0,0,0,1,0,0,1,0,0,0,0,0,0
1311,1605,30,Murcia,8,Barcelona,2023-03-16,4,0,0,15.4,0.0,12.3,0.0,0,0,1,0,0,1,0,0,0,0,0,0
958,1087,30,Murcia,28,Madrid,2023-03-16,4,0,0,15.4,0.0,14.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0
265,280,30,Murcia,29,Málaga,2023-03-16,4,0,0,15.4,0.0,15.2,0.0,0,0,1,0,0,1,0,0,0,0,0,0
95,165,30,Murcia,41,Sevilla,2023-03-16,4,0,0,15.4,0.0,16.6,0.0,0,0,1,0,0,0,0,1,0,0,0,0
6153,6213,30,Murcia,46,Valencia/Valéncia,2023-03-16,4,0,0,15.4,0.0,12.8,0.0,0,0,1,0,0,1,0,0,0,0,0,1
187,212,29,Málaga,3,Alicante,2023-03-16,4,0,0,15.2,0.0,14.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1385,1654,29,Málaga,8,Barcelona,2023-03-16,4,0,0,15.2,0.0,12.3,0.0,1,0,0,0,0,1,0,0,0,0,0,0
4155,4419,29,Málaga,28,Madrid,2023-03-16,4,0,0,15.2,0.0,14.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0
353,366,29,Málaga,30,Murcia,2023-03-16,4,0,0,15.2,0.0,15.4,0.0,1,0,0,0,0,0,0,1,0,0,0,0
16581,17330,29,Málaga,41,Sevilla,2023-03-16,4,0,0,15.2,0.0,16.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
217,270,29,Málaga,46,Valencia/Valéncia,2023-03-16,4,0,0,15.2,0.0,12.8,0.0,1,0,0,0,0,1,0,0,0,0,0,1
247,294,41,Sevilla,3,Alicante,2023-03-16,4,0,0,16.6,0.0,14.5,0.0,0,0,1,0,0,1,0,0,0,0,0,0
1760,1984,41,Sevilla,8,Barcelona,2023-03-16,4,0,0,16.6,0.0,12.3,0.0,0,0,1,0,0,1,0,0,0,0,0,0
5990,6167,41,Sevilla,28,Madrid,2023-03-16,4,0,0,16.6,0.0,14.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0
102,149,41,Sevilla,30,Murcia,2023-03-16,4,0,0,16.6,0.0,15.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
18102,18799,41,Sevilla,29,Málaga,2023-03-16,4,0,0,16.6,0.0,15.2,0.0,0,0,1,0,0,1,0,0,0,0,0,0
323,481,41,Sevilla,46,Valencia/Valéncia,2023-03-16,4,0,0,16.6,0.0,12.8,0.0,0,0,1,0,0,1,0,0,0,0,0,1
53029,55720,46,Valencia/Valéncia,3,Alicante,2023-03-16,4,0,0,12.8,0.0,14.5,0.0,1,0,0,0,0,1,0,0,0,0,1,0
4116,4375,46,Valencia/Valéncia,8,Barcelona,2023-03-16,4,0,0,12.8,0.0,12.3,0.0,1,0,0,0,0,1,0,0,0,0,1,0
7293,7642,46,Valencia/Valéncia,28,Madrid,2023-03-16,4,0,0,12.8,0.0,14.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0
5538,5610,46,Valencia/Valéncia,30,Murcia,2023-03-16,4,0,0,12.8,0.0,15.4,0.0,1,0,0,0,0,0,0,1,0,0,1,0
218,273,46,Valencia/Valéncia,29,Málaga,2023-03-16,4,0,0,12.8,0.0,15.2,0.0,1,0,0,0,0,1,0,0,0,0,1,0
433,583,46,Valencia/Valéncia,41,Sevilla,2023-03-16,4,0,0,12.8,0.0,16.6,0.0,1,0,0,0,0,0,0,1,0,0,1,0
2622,2889,3,Alicante,8,Barcelona,2023-03-17,5,0,0,14.0,0.0,13.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
2718,2986,3,Alicante,28,Madrid,2023-03-17,5,0,0,14.0,0.0,13.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
68534,75252,3,Alicante,30,Murcia,2023-03-17,5,0,0,14.0,0.0,14.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
167,191,3,Alicante,29,Málaga,2023-03-17,5,0,0,14.0,0.0,16.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
102,114,3,Alicante,41,Sevilla,2023-03-17,5,0,0,14.0,0.0,16.8,0.1,0,0,1,0,0,0,0,0,1,0,0,0
56809,59248,3,Alicante,46,Valencia/Valéncia,2023-03-17,5,0,0,14.0,0.0,12.3,0.0,0,0,1,0,0,0,0,1,0,0,0,1
2673,2969,8,Barcelona,3,Alicante,2023-03-17,5,0,0,13.4,0.0,14.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0
13482,14196,8,Barcelona,28,Madrid,2023-03-17,5,0,0,13.4,0.0,13.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1154,1473,8,Barcelona,30,Murcia,2023-03-17,5,0,0,13.4,0.0,14.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1432,1603,8,Barcelona,29,Málaga,2023-03-17,5,0,0,13.4,0.0,16.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1786,1938,8,Barcelona,41,Sevilla,2023-03-17,5,0,0,13.4,0.0,16.8,0.1,0,0,1,0,0,0,0,0,1,0,0,0
6314,6553,8,Barcelona,46,Valencia/Valéncia,2023-03-17,5,0,0,13.4,0.0,12.3,0.0,0,0,1,0,0,0,0,1,0,0,0,1
4071,4342,28,Madrid,3,Alicante,2023-03-17,5,0,0,13.4,0.0,14.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0
16162,16918,28,Madrid,8,Barcelona,2023-03-17,5,0,0,13.4,0.0,13.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1728,1844,28,Madrid,30,Murcia,2023-03-17,5,0,0,13.4,0.0,14.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
4805,5083,28,Madrid,29,Málaga,2023-03-17,5,0,0,13.4,0.0,16.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
6570,6745,28,Madrid,41,Sevilla,2023-03-17,5,0,0,13.4,0.0,16.8,0.1,0,0,1,0,0,0,0,0,1,0,0,0
13324,13651,28,Madrid,46,Valencia/Valéncia,2023-03-17,5,0,0,13.4,0.0,12.3,0.0,0,0,1,0,0,0,0,1,0,0,0,1
73076,79908,30,Murcia,3,Alicante,2023-03-17,5,0,0,14.8,0.0,14.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1097,1380,30,Murcia,8,Barcelona,2023-03-17,5,0,0,14.8,0.0,13.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1113,1221,30,Murcia,28,Madrid,2023-03-17,5,0,0,14.8,0.0,13.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
217,239,30,Murcia,29,Málaga,2023-03-17,5,0,0,14.8,0.0,16.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
150,175,30,Murcia,41,Sevilla,2023-03-17,5,0,0,14.8,0.0,16.8,0.1,0,0,1,0,0,0,0,0,1,0,0,0
7130,7198,30,Murcia,46,Valencia/Valéncia,2023-03-17,5,0,0,14.8,0.0,12.3,0.0,0,0,1,0,0,0,0,1,0,0,0,1
170,190,29,Málaga,3,Alicante,2023-03-17,5,0,0,16.5,0.0,14.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1204,1425,29,Málaga,8,Barcelona,2023-03-17,5,0,0,16.5,0.0,13.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
4000,4263,29,Málaga,28,Madrid,2023-03-17,5,0,0,16.5,0.0,13.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
306,328,29,Málaga,30,Murcia,2023-03-17,5,0,0,16.5,0.0,14.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
18840,19770,29,Málaga,41,Sevilla,2023-03-17,5,0,0,16.5,0.0,16.8,0.1,0,0,1,0,0,0,0,0,1,0,0,0
354,451,29,Málaga,46,Valencia/Valéncia,2023-03-17,5,0,0,16.5,0.0,12.3,0.0,0,0,1,0,0,0,0,1,0,0,0,1
98,109,41,Sevilla,3,Alicante,2023-03-17,5,0,0,16.8,0.1,14.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0
1459,1634,41,Sevilla,8,Barcelona,2023-03-17,5,0,0,16.8,0.1,13.4,0.0,0,0,0,1,0,0,0,1,0,0,0,0
5296,5506,41,Sevilla,28,Madrid,2023-03-17,5,0,0,16.8,0.1,13.4,0.0,0,0,0,1,0,0,0,1,0,0,0,0
103,120,41,Sevilla,30,Murcia,2023-03-17,5,0,0,16.8,0.1,14.8,0.0,0,0,0,1,0,0,0,1,0,0,0,0
22453,23406,41,Sevilla,29,Málaga,2023-03-17,5,0,0,16.8,0.1,16.5,0.0,0,0,0,1,0,0,0,1,0,0,0,0
571,715,41,Sevilla,46,Valencia/Valéncia,2023-03-17,5,0,0,16.8,0.1,12.3,0.0,0,0,0,1,0,0,0,1,0,0,0,1
56343,58832,46,Valencia/Valéncia,3,Alicante,2023-03-17,5,0,0,12.3,0.0,14.0,0.0,0,0,1,0,0,0,0,1,0,0,1,0
